0.1367,0.20729,0.78328,0.94215,0.72633,-0.66326,-0.47423,-0.036897,0.56021,-0.78981,-0.67287,-0.53955,-1.0397,0.75961,-0.8677,0.15702,0.62518,-0.8989,-0.072119,0.90025,-0.27114,-0.88307,0.025707,-0.16966,-0.31101,-0.5705,0.54273,-0.22916,-0.84053,-0.86296,-0.87506,-0.46095,0.32724,0.27438,0.79013,0.73111,0.7222,0.22463,-0.63759,0.49607,-0.054202,-0.49685,-0.7375,0.62444,-0.60932,0.108,0.30344,-0.7383,-0.80623,0.50725,0.030684,0.42843,0.16494,-0.90285,0.88011,0.91554,0.22551,0.087232,-0.10001,-0.25246,0.4083,-1.0028,-0.057785,0.57811,-0.95561,0.55846,0.15641,0.62256,-0.039723,-0.38327,0.54903,-0.039394,-0.7605,0.60448,0.47271,0.72418,-0.38281,0.56914,0.23696,-0.60639,0.069014,0.15807,-1.0169
-0.032626,-0.0418,0.67196,0.59389,-0.065003,0.9333,0.81414,-0.25787,0.17204,-0.11553,1.0082,0.6364,0.17254,-0.44116,-0.5989,0.95646,0.83453,0.32295,0.29693,0.4449,0.40748,-0.69419,0.59648,-0.56051,1.0303,-0.012092,0.69775,0.52775,0.43936,0.98109,0.6871,-0.89627,0.90528,-0.83097,-0.11594,0.024256,-0.23283,-0.96632,-0.29324,0.27342,0.2804,-0.87538,0.65411,-0.63592,-0.77179,0.10403,-0.64565,-0.98475,0.58043,0.3164,-0.76181,0.05265,-0.75923,0.79142,0.81721,-0.29284,0.48794,0.6647,0.74802,0.58515,0.52835,-0.98991,0.26493,0.94977,-0.38943,0.35502,-0.033657,0.24666,-0.89519,0.95836,0.50511,-0.2664,0.92385,-0.2145,0.49502,-0.77568,-0.28115,-0.65131,0.36133,0.82759,-0.15621,0.10355,-0.66307
-0.71597,-0.37438,-0.42366,0.60782,0.80757,0.98206,0.23301,0.47195,-0.85679,-0.72937,0.20219,-0.51039,0.80787,-0.027421,0.13829,-0.68214,0.82675,-0.96985,0.71284,0.68168,0.23801,-0.34677,-0.44897,0.11113,0.076386,-0.46266,-0.49713,-0.37377,0.035716,-0.87432,0.47225,-0.85394,0.071295,0.86965,-0.85348,0.38625,-0.44551,-0.42344,0.78995,0.20978,0.99686,-0.47634,1.0114,-0.69794,-0.87627,0.95299,-0.17987,0.31123,0.54081,-0.43591,-0.46467,-0.82022,-0.78959,-0.28723,-0.21823,0.02964,0.071734,1.0022,0.0844,0.81108,0.606,-0.60089,0.092975,-0.42565,0.68725,-0.33012,-0.836,0.34974,-0.88661,-0.45289,0.44216,0.86381,-0.14168,-0.85688,0.41958,0.055109,0.23075,0.43954,0.42263,0.38465,-0.44788,-0.43377,0.10712
0.71234,0.35398,0.58103,-0.059551,-0.76115,0.14375,0.3222,0.59725,0.71261,0.91896,-0.16397,-0.52259,0.62418,0.93773,0.60212,-0.3157,-0.23979,0.73999,0.19815,0.03319,-0.19344,-0.83011,0.89441,-0.34934,-0.52356,0.76564,0.36592,0.28504,0.87463,0.35134,0.70205,-0.85843,0.42448,0.8233,0.72136,0.5143,-0.52387,0.022501,0.63343,0.87678,0.91831,0.075013,0.56627,0.51541,-0.9623,-0.54955,-0.90372,-0.24145,0.65585,-0.15956,-0.39485,0.68992,0.88553,-0.84396,0.88923,-0.12271,0.16481,-0.20028,0.7366,0.29696,-0.77075,0.022109,0.1741,-0.5564,0.3457,-0.58892,0.062597,-0.21507,-0.36143,0.19016,-0.32943,-0.41054,0.5579,0.32804,0.89583,0.89831,-0.66934,-0.75564,0.20788,0.19191,0.37136,-0.322,0.99113
-0.22082,0.018511,0.11151,0.04122,-0.61546,-0.88828,-0.36558,0.7119,-0.070422,-0.59766,0.3081,0.40173,0.45534,-0.55793,0.053834,-0.92888,-0.78882,-0.67451,-0.48508,-0.34278,0.045506,0.86607,1.0333,0.93562,-0.49713,0.70111,-0.3551,0.86647,0.12181,0.58969,0.56789,0.2277,-1.0546,-0.78292,-0.29571,0.20489,-0.099233,-0.055749,-1.0044,0.35833,-0.40632,0.13256,-0.23652,0.40022,-0.33278,-0.43338,0.32336,0.65719,0.57129,0.012481,-0.623,0.45997,-0.39983,-0.45774,0.68229,0.29885,0.76188,-0.63346,0.093517,0.57058,-0.90564,-1.1414,-0.81355,-0.73457,-0.79079,-0.86817,0.89056,-0.59004,0.69629,-0.82126,0.1081,0.85751,-0.22178,0.53169,0.33133,1.0133,-0.69793,-0.30446,-0.31477,-0.19058,0.538,0.36663,0.25163
-0.68073,0.67126,0.50707,-0.77659,-0.17566,0.53466,-0.51266,-0.64021,-0.53516,0.36156,-0.34688,-0.042744,0.90223,-0.85167,0.013676,-0.85604,-0.59291,-0.74668,0.8303,0.52597,-0.2052,0.067946,0.36312,0.39603,-0.72919,-0.90067,-0.45152,-0.25172,0.029627,0.93079,0.39584,-0.78226,-0.30749,-0.15254,-0.43185,-0.33788,-0.59434,0.011486,0.77447,0.25603,-0.11439,0.51097,-0.57269,-0.59914,-0.40121,0.095475,0.30021,-0.93716,0.83215,0.23354,-1.0217,-0.62848,0.45746,0.18808,-0.17,0.19369,1.0824,-0.17573,-0.56035,-0.37238,0.25582,-0.36915,0.17136,0.57501,-0.78761,-0.28426,0.1978,0.23924,-0.53831,-0.10855,-0.1584,0.4796,1.081,-0.43137,-0.89939,0.94693,0.40569,-0.8956,0.10026,0.17963,1.0168,0.44396,-0.38021
0.64868,0.34638,0.48701,-0.77605,0.52019,-0.52813,0.86521,0.63529,0.074335,0.89533,-0.78386,-0.86519,0.35134,-0.8446,-0.91131,-0.30669,0.29016,0.19083,0.78559,0.65804,0.91551,1.0117,-0.42444,-0.25675,0.12678,0.60285,-0.83791,0.16346,0.77681,0.59684,-0.88433,0.026181,0.16238,-0.508,-0.17873,-0.95033,0.074688,0.048094,-0.87137,-0.71462,0.2558,0.44207,0.36841,-1.0124,-0.70775,0.087758,0.55097,0.062046,-0.68254,0.84351,-0.062015,-0.45363,-0.81156,0.38488,-0.44387,0.55508,0.189,-0.41793,0.16035,-0.83255,-0.28098,-0.036845,0.50767,-0.079641,-0.92607,0.076369,-0.068562,0.025333,0.94839,-0.35174,-0.57931,-0.20809,0.10089,0.2256,0.67891,-0.92426,-0.056318,0.88487,-0.16197,0.68196,-0.11669,-0.55333,0.7114
-0.1757,-0.8754,0.84539,0.66259,0.81121,-0.44481,-0.75831,0.38872,0.36516,-0.44547,0.080395,0.23408,-0.64194,0.95819,0.80225,-0.0072015,-0.50153,-0.85157,-0.21425,0.025312,0.81891,0.60424,-0.42017,0.86403,-0.34722,-0.3847,0.091388,0.48978,-0.33233,0.4173,-0.91069,0.70147,-0.079052,0.50656,0.18613,0.7328,0.85661,-0.32129,0.60712,-0.37338,-0.28083,-0.96544,-0.32664,0.45014,-0.62086,-0.60471,0.69991,0.31666,-0.11421,-0.8516,0.30397,-0.22121,0.42006,-0.21553,0.88466,0.35851,1.0802,0.35547,-0.55263,-1.054,0.10659,0.72267,0.89401,-0.61134,-0.82823,0.89962,1.0093,-0.54783,0.79199,-0.4988,0.64801,0.28212,-0.36595,-0.6283,-0.24804,-0.15049,-0.10675,-0.35438,0.79929,0.18495,-0.23336,0.30448,-0.26327
0.63552,0.49848,-0.075912,-0.1812,-0.94777,0.82226,0.22592,-0.039932,0.21124,0.87695,-0.53963,0.29784,-0.24748,-0.41425,-0.9444,-0.86816,-0.85228,0.27991,-0.65064,-0.95379,-0.30353,0.58802,-0.69603,-0.69047,0.019448,0.50052,-0.62322,0.99267,-0.73578,-0.50661,-0.7766,0.37701,-0.40609,0.41186,0.81147,0.056022,1.0287,0.71467,0.34723,0.22941,-0.32044,0.18117,0.059824,-0.90408,0.87574,0.089036,-0.54384,0.83748,-0.18563,0.34558,0.5271,-0.76309,-0.041304,-0.1539,0.10295,-0.34142,-0.32032,-0.67029,-0.96837,0.63799,0.58358,-0.66546,0.17092,0.8887,0.030576,0.63668,-0.25582,0.36309,0.99552,-0.92288,0.32911,-0.53911,0.9701,0.49714,-0.98406,-0.80774,-0.46251,0.37732,0.79068,0.049115,0.12178,-0.54434,-0.69848
0.73233,0.73825,0.22692,-0.18875,-0.00089636,0.53764,-0.51138,-0.97601,0.2906,-0.38758,0.74874,0.18565,0.40203,0.20277,-0.080903,0.96872,0.022395,-0.9177,0.44831,-0.73302,0.60299,-0.17934,-0.052797,-0.47202,0.34584,-0.8959,-0.80148,0.65394,-0.75502,0.40951,-0.58155,-0.35106,0.20317,-0.2012,-0.77562,-0.40202,0.70371,-0.28648,-0.75059,-0.5265,0.52343,-0.81875,0.32501,-0.90888,0.55737,-0.73854,-0.28616,-0.45789,0.76863,0.95516,-0.13824,-0.73997,0.30882,-0.23346,0.63284,0.26364,-0.21801,-0.077977,-0.27475,-0.7191,0.75805,-0.71274,-0.39043,-0.85966,0.90829,-0.83636,0.17759,-0.003159,-0.13582,0.023908,-0.1592,0.18188,-0.61129,-0.34268,-0.71402,0.42933,0.47364,-0.8274,0.54766,0.50161,-0.92553,0.41533,-0.5938
