-0.64106,-0.8738,2.2175,2.2548,0.11347,-0.71258,-0.67156,-0.53892,-0.28438
-0.84896,-0.72181,1.3856,1.7529,-0.94768,0.34717,0.41716,-0.68247,-0.80795
-0.12092,-0.44461,-2.1736,-0.61318,0.73391,-0.38964,0.092787,0.63319,0.14539
1.4084,0.33339,-0.76551,-1.6874,-0.08441,0.40995,-0.77926,0.94653,0.95001
-0.33836,0.74007,2.7488,0.95754,0.0040319,0.15754,-0.32875,-0.32679,0.11764
0.037971,-0.10659,1.403,1.2092,0.7731,-0.20334,-0.67401,0.1057,0.94098
-0.48073,-0.39357,0.7377,-0.054122,-0.15431,-0.21829,0.57638,-0.73096,0.36594
-0.094801,-0.075163,0.3997,0.53454,-0.78772,0.72264,0.81527,0.88875,0.58716
0.57845,0.31159,-3.2873,-2.5853,-0.34042,-0.2096,-0.39197,-0.86422,-0.62561
-0.27254,-0.94208,-1.0868,0.11938,0.97731,-0.33288,-0.50207,-0.98437,1.0016
-1.2191,-0.28029,0.12552,-0.0054994,0.78726,-0.92318,0.58099,-0.6428,0.75776
0.2046,-0.68574,-1.464,-0.91553,0.62387,0.60478,0.81367,-0.56635,-0.6862
0.84695,0.39179,-0.6693,0.46824,-0.68519,-0.34123,-0.67319,0.1564,-0.81463
1.1464,-0.36749,-1.4772,-0.86294,-0.19907,0.13262,0.78368,-0.82341,-0.40831
-0.33108,0.35175,0.25447,0.55036,-0.28166,0.72643,0.89589,0.9049,-0.33436
-0.16761,-0.33648,2.4428,2.0322,-0.98027,0.3606,-0.007847,0.90621,0.29217
-0.79499,0.10646,0.06443,-0.49387,-0.68247,0.63313,0.41586,0.78429,0.9295
0.1312,-0.41658,2.463,1.4321,0.86739,-0.68798,0.33795,0.42304,-0.28667
0.0051601,0.7004,1.28,1.4048,1.0527,1.0105,0.48491,0.93099,-0.13686
-0.2363,-0.061824,1.3705,0.33466,0.19324,0.721,1.0484,-0.73594,1.0355
-0.23883,-0.051649,3.8269,2.0506,-0.36397,-0.5479,-0.93816,-0.16485,0.84473
0.84512,-0.76971,-2.1675,-0.37856,-0.25169,0.92714,-0.068284,0.25031,-0.074206
0.90561,0.52243,0.81705,0.094933,-0.52058,0.013452,-0.89646,0.083397,-0.66454
